#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Speed (ns/day)"	"Time Remaining"
65.2%	146750	587.0000000013164	-2959540.8710148744	563728.3263305054	-2395812.544684369	298.8958349662062	2294.2747560386288	31.5	14:19
65.3%	147000	588.0000000013212	-2961541.7787614707	565343.3775351817	-2396198.401226289	299.752155388274	2294.2747560386288	31.5	14:16
65.4%	147250	589.0000000013259	-2961420.62031517	565543.7600958277	-2395876.860219342	299.85840073728247	2294.081123938607	31.5	14:13
65.6%	147500	590.0000000013307	-2961309.4441211484	565893.3638815678	-2395416.0802395805	300.0437650529739	2292.6208148240325	31.5	14:11
65.7%	147750	591.0000000013355	-2959722.1076524556	564188.0350996387	-2395534.072552817	299.13957832621406	2291.864209036481	31.5	14:08
65.8%	148000	592.0000000013403	-2959419.3636498973	564946.5300943013	-2394472.833555596	299.54174189358895	2292.720736854745	31.5	14:05
65.9%	148250	593.000000001345	-2959995.847133575	565119.6202873735	-2394876.2268462013	299.63351648671534	2294.0419429195103	31.5	14:02
66.0%	148500	594.0000000013498	-2960298.537435023	565279.719390191	-2395018.818044832	299.7184030407146	2294.1615626106814	31.5	14:00
66.1%	148750	595.0000000013546	-2958944.6130769625	563913.6688987766	-2395030.944178186	298.99410592246414	2293.5330993533744	31.5	13:57
66.2%	149000	596.0000000013594	-2960211.900388526	565750.4799322309	-2394461.420456295	299.9680061894477	2294.618850866013	31.5	13:54
66.3%	149250	597.0000000013641	-2958700.947112035	564019.8774920331	-2394681.069620002	299.05041905181963	2295.742965843438	31.5	13:51
66.4%	149500	598.0000000013689	-2960289.703449523	566446.4235205202	-2393843.2799290027	300.33700421597075	2293.777252301185	31.5	13:49
66.6%	149750	599.0000000013737	-2957925.309047673	564657.9838570472	-2393267.3251906256	299.38875105654546	2296.1300124042746	31.5	13:46
66.7%	150000	600.0000000013785	-2956405.660217855	563376.3037231307	-2393029.3564947243	298.70918816092126	2295.3949163264206	31.4	13:44
66.8%	150250	601.0000000013832	-2957678.033483768	565352.2974101125	-2392325.7360736555	299.7568848179313	2294.961057485838	31.4	13:41
66.9%	150500	602.000000001388	-2957893.027101375	565236.3210138538	-2392656.7060875213	299.6953926768112	2293.8320409550283	31.4	13:38
67.0%	150750	603.0000000013928	-2956299.69157999	564556.8703777103	-2391742.82120228	299.3351394205479	2295.0378319588585	31.4	13:36
67.1%	151000	604.0000000013976	-2958406.6134405658	566161.0851412752	-2392245.5282992907	300.1857142255112	2293.6240898654373	31.4	13:33
67.2%	151250	605.0000000014023	-2957683.1000782866	566310.7407778165	-2391372.35930047	300.2650635225965	2291.711485941659	31.4	13:30
67.3%	151500	606.0000000014071	-2959451.3461657837	566066.4408068175	-2393384.9053589664	300.1355326113342	2292.2380466239106	31.4	13:27
67.4%	151750	607.0000000014119	-2957867.2475045025	565697.443476527	-2392169.8040279755	299.9398855948797	2292.758254436817	31.4	13:25
67.6%	152000	608.0000000014167	-2959347.0561729185	566721.566058053	-2392625.4901148654	300.48288824316865	2293.2959515604944	31.4	13:22
67.7%	152250	609.0000000014214	-2959593.5539374463	567772.352963456	-2391821.2009739904	301.040028650688	2293.2959515604944	31.4	13:19
67.8%	152500	610.0000000014262	-2957410.8302329816	565817.995376656	-2391592.8348563258	300.0038037255869	2292.9974530059862	31.4	13:16
67.9%	152750	611.000000001431	-2954086.9036987517	564174.5997392831	-2389912.3039594684	299.1324547295026	2295.726278834179	31.4	13:14
68.0%	153000	612.0000000014358	-2957786.9038604833	566456.2696159203	-2391330.634244563	300.3422247393475	2294.3435356171976	31.4	13:11
68.1%	153250	613.0000000014405	-2959317.5846753307	567689.2114521945	-2391628.373223136	300.9959459777617	2293.0470747733953	31.4	13:08
68.2%	153500	614.0000000014453	-2957735.3852354456	565806.1789990827	-2391929.206236363	299.99753853386943	2293.4327039740374	31.4	13:05
68.3%	153750	615.0000000014501	-2960099.63573619	567118.5845073233	-2392981.0512288664	300.6933924086486	2289.254402748013	31.4	13:03
68.4%	154000	616.0000000014549	-2958983.8943970986	565659.2087986823	-2393324.6855984163	299.91961308873573	2289.026363315936	31.4	13:00
68.6%	154250	617.0000000014596	-2958638.868571922	565192.7515836419	-2393446.1169882803	299.6722916179963	2288.6261456298907	31.4	12:57
68.7%	154500	618.0000000014644	-2959977.435255261	566899.6109925852	-2393077.824262676	300.5772899024127	2293.0221333537943	31.4	12:54
68.8%	154750	619.0000000014692	-2958711.7710842155	566309.8950333401	-2392401.8760508755	300.2646150982587	2295.7994257639098	31.4	12:52
68.9%	155000	620.000000001474	-2958313.06624379	565351.0546101306	-2392962.0116336597	299.75622586978034	2295.0837443238734	31.4	12:49
69.0%	155250	621.0000000014787	-2958726.199784916	566174.7688854398	-2392551.430899476	300.19296951843603	2294.457887521467	31.4	12:46
69.1%	155500	622.0000000014835	-2957858.788679909	565154.9297853437	-2392703.858894565	299.65223802577066	2294.2479049547796	31.4	12:43
69.2%	155750	623.0000000014883	-2958799.170700185	565199.1957830965	-2393599.9749170886	299.6757084134396	2295.4307621566527	31.4	12:41
69.3%	156000	624.000000001493	-2959060.670315163	565035.6778607123	-2394024.992454451	299.58900915839047	2294.8519665916433	31.4	12:38
69.4%	156250	625.0000000014978	-2956770.6526299454	563054.0542716624	-2393716.598358283	298.53832745663306	2295.1148509617674	31.4	12:35
69.6%	156500	626.0000000015026	-2960036.799489185	565896.0579213093	-2394140.741567876	300.04519346666245	2296.4247656203934	31.4	12:32
69.7%	156750	627.0000000015074	-2958853.9396040346	565721.3713575362	-2393132.5682464987	299.95257245775167	2295.766654661292	31.4	12:30
69.8%	157000	628.0000000015121	-2956693.991626436	564857.1994610307	-2391836.792165405	299.49437767048295	2296.7424066670287	31.4	12:27
69.9%	157250	629.0000000015169	-2957127.7414833177	565047.3675941566	-2392080.3738891613	299.59520720180103	2294.3712764424763	31.4	12:24
70.0%	157500	630.0000000015217	-2957481.0554019623	566409.5833242809	-2391071.472077681	300.31747108147863	2297.1208718735	31.4	12:21
70.1%	157750	631.0000000015265	-2957564.3637741096	565296.2605386485	-2392268.1032354613	299.72717336526375	2295.1826365073453	31.4	12:19
70.2%	158000	632.0000000015312	-2957508.338007927	564765.6928118395	-2392742.6451960877	299.4458596964209	2293.8680326957024	31.4	12:16
70.3%	158250	633.000000001536	-2958583.82054705	566483.51214299	-2392100.30840406	300.3566690691688	2294.5993098407585	31.4	12:13
70.4%	158500	634.0000000015408	-2960166.746177556	566953.2666793456	-2393213.4794982104	300.60573882106	2294.5993098407585	31.4	12:10
70.6%	158750	635.0000000015456	-2957891.1490300354	564398.9346580589	-2393492.2143719764	299.25139991945974	2293.0753126850004	31.4	12:08
70.7%	159000	636.0000000015503	-2957481.9854955524	565306.7798360917	-2392175.2056594607	299.73275082881435	2293.8475602242083	31.4	12:05
70.8%	159250	637.0000000015551	-2956289.820739623	564503.5644076946	-2391786.2563319285	299.3068759261086	2296.776696010621	31.4	12:02
70.9%	159500	638.0000000015599	-2960156.5399949197	567786.4405077014	-2392370.099487218	301.0474980434844	2293.498860987307	31.4	11:59
71.0%	159750	639.0000000015647	-2957532.063608719	565580.7837528504	-2391951.279855869	299.8780311449849	2293.498860987307	31.4	11:57
71.1%	160000	640.0000000015694	-2959785.835238248	567058.5714875307	-2392727.2637507175	300.6615727522256	2294.340110329621	31.4	11:54
71.2%	160250	641.0000000015742	-2958583.2733447626	566315.2344326572	-2392268.0389121054	300.2674461148008	2296.6873346306697	31.4	11:51
71.3%	160500	642.000000001579	-2956551.5930351373	565946.2436683296	-2390605.349366808	300.0718025797022	2296.117388542585	31.4	11:48
71.4%	160750	643.0000000015838	-2957876.597826138	567314.0863274924	-2390562.511498646	300.79704992778943	2294.176696209278	31.4	11:46
71.6%	161000	644.0000000015885	-2957609.0486484505	567656.2598344983	-2389952.7888139524	300.9784746164255	2294.470183968255	31.4	11:43
71.7%	161250	645.0000000015933	-2955580.116426721	567398.4632488962	-2388181.653177825	300.8417876306809	2295.593372383774	31.4	11:40
71.8%	161500	646.0000000015981	-2955509.342976883	566832.7109935719	-2388676.631983311	300.54181868315635	2295.625912653409	31.4	11:37
71.9%	161750	647.0000000016029	-2955629.079419557	566965.6042197512	-2388663.4751998056	300.6122803398532	2296.9773389842508	31.4	11:35
72.0%	162000	648.0000000016076	-2954637.036027698	565853.6478448147	-2388783.388182883	300.02270711174157	2298.2410068748513	31.4	11:32
72.1%	162250	649.0000000016124	-2956179.3760239594	567596.4581098172	-2388582.917914142	300.946766991323	2296.5863021200616	31.4	11:29
72.2%	162500	650.0000000016172	-2955751.237436058	567347.4898948191	-2388403.747541239	300.814760918493	2296.3218084434106	31.4	11:26
72.3%	162750	651.000000001622	-2958392.462283263	568049.7690117415	-2390342.6932715215	301.1871181218257	2293.4767700815946	31.4	11:24
72.4%	163000	652.0000000016267	-2956863.9684759937	565727.9538466512	-2391136.0146293426	299.9560625761089	2294.3136420659657	31.4	11:21
72.6%	163250	653.0000000016315	-2955912.9297064934	566099.5041680294	-2389813.425538464	300.1530632204852	2295.0320070090747	31.4	11:18
72.7%	163500	654.0000000016363	-2956165.6371323075	565640.8812220584	-2390524.755910249	299.9098955775481	2292.4338724170457	31.4	11:15
72.8%	163750	655.0000000016411	-2958251.221899392	568539.5612453719	-2389711.66065402	301.44681211234035	2291.9261510725314	31.4	11:13
72.9%	164000	656.0000000016458	-2957082.483857084	566105.4415535509	-2390977.0423035333	300.15621129681927	2290.3271128405772	31.4	11:10
73.0%	164250	657.0000000016506	-2959904.626710376	568820.7272080838	-2391083.899502292	301.59588983517875	2294.059622105073	31.4	11:07
73.1%	164500	658.0000000016554	-2959519.4181483425	568373.2177520187	-2391146.2003963236	301.35861470409475	2292.5774909432275	31.4	11:04
73.2%	164750	659.0000000016602	-2956162.179230839	565090.3131896053	-2391071.8660412338	299.6179774955936	2291.7457507257336	31.4	11:02
73.3%	165000	660.000000001665	-2957691.1777559295	566685.2772521985	-2391005.900503731	300.46364746277993	2290.986537444827	31.4	10:59
73.4%	165250	661.0000000016697	-2958011.8021072783	567001.4641672543	-2391010.337940024	300.6312937341606	2292.863665778905	31.4	10:56
73.6%	165500	662.0000000016745	-2959476.243096182	569455.1447538611	-2390021.098342321	301.9322659816404	2294.306181733628	31.4	10:53
73.7%	165750	663.0000000016793	-2956116.7633573264	565204.9584255974	-2390911.804931729	299.67876383883066	2294.0576627649607	31.4	10:51
73.8%	166000	664.000000001684	-2958061.565478785	566613.9990785776	-2391447.5664002076	300.42585488038844	2293.0661645029336	31.4	10:48
73.9%	166250	665.0000000016888	-2959037.4752446245	565978.0744593021	-2393059.4007853223	300.0886796646401	2294.188092009039	31.4	10:45
74.0%	166500	666.0000000016936	-2958571.8068491444	566939.9135927133	-2391631.893256431	300.5986588469095	2294.188092009039	31.4	10:42
74.1%	166750	667.0000000016984	-2956368.8915010784	565384.8300843064	-2390984.061416772	299.77413405016375	2294.635744814778	31.4	10:40
74.2%	167000	668.0000000017031	-2957948.7703421526	565905.02340358	-2392043.7469385727	300.0499470779039	2295.808347293672	31.4	10:37
74.3%	167250	669.0000000017079	-2958527.6233335044	565955.5704738974	-2392572.052859607	300.07674776909136	2297.254817794788	31.4	10:34
74.4%	167500	670.0000000017127	-2956809.8306789733	564540.9414027137	-2392268.8892762596	299.3266936780521	2295.60353937141	31.4	10:31
74.6%	167750	671.0000000017175	-2957915.986684561	566461.3371378288	-2391454.649546732	300.3449116030749	2294.8403893751383	31.4	10:29
74.7%	168000	672.0000000017222	-2957366.856077224	566036.1505719991	-2391330.705505225	300.1194723486075	2295.454672310968	31.4	10:26
74.8%	168250	673.000000001727	-2958086.607482329	566683.8727492689	-2391402.73473306	300.4629027776963	2294.525387509133	31.4	10:23
74.9%	168500	674.0000000017318	-2957151.410913795	565629.4165809561	-2391521.9943328393	299.9038168809227	2292.280272081669	31.4	10:20
75.0%	168750	675.0000000017366	-2958979.7479808256	567525.4952916445	-2391454.252689181	300.9091416143487	2292.567262811914	31.4	10:18
75.1%	169000	676.0000000017413	-2958637.2253798675	565726.2181685155	-2392911.007211352	299.9551422977737	2295.1507782786744	31.4	10:15
75.2%	169250	677.0000000017461	-2959570.0279922634	566386.3705407708	-2393183.6574514927	300.3051633722771	2294.644935025717	31.4	10:12
75.3%	169500	678.0000000017509	-2958512.840396775	565807.7198999112	-2392705.1204968635	299.99835553883133	2294.2604450272684	31.4	10:09
75.4%	169750	679.0000000017557	-2957501.802757917	564467.6153305072	-2393034.18742741	299.2878152741237	2295.6068460904203	31.4	10:07
75.6%	170000	680.0000000017604	-2957381.7700486816	564290.373793802	-2393091.3962548794	299.19383958649235	2294.731011812962	31.4	10:04
75.7%	170250	681.0000000017652	-2959636.256596636	566263.6665092129	-2393372.590087423	300.24010415447094	2293.8702915734993	31.4	10:01
75.8%	170500	682.00000000177	-2961236.417661011	568193.2113927901	-2393043.206268221	301.2631730728553	2294.547284330719	31.4	9:58
75.9%	170750	683.0000000017748	-2958710.581343308	563830.1068200496	-2394880.4745232584	298.9498002593885	2292.7538648071677	31.4	9:56
76.0%	171000	684.0000000017795	-2960837.5761467144	566291.2135835029	-2394546.3625632115	300.2547099590513	2291.6364689594666	31.5	9:53
76.1%	171250	685.0000000017843	-2960244.5019916743	565481.0935929684	-2394763.408398706	299.825174170829	2290.6581103197864	31.5	9:50
76.2%	171500	686.0000000017891	-2959296.7108556367	564448.8052754835	-2394847.905580153	299.2778419468321	2292.1066415520663	31.5	9:47
76.3%	171750	687.0000000017939	-2959898.5961110815	565070.8837585949	-2394827.712352487	299.60767576737896	2291.112178348874	31.5	9:45
76.4%	172000	688.0000000017986	-2959542.0246121846	565258.2866544097	-2394283.7379577747	299.7070391351633	2291.756564260589	31.5	9:42
76.6%	172250	689.0000000018034	-2961526.472402498	567220.8492647529	-2394305.623137745	300.7476144667426	2291.553152252584	31.5	9:39
76.7%	172500	690.0000000018082	-2956101.85628034	564324.6040832832	-2391777.2521970565	299.21198891565984	2292.7754361851266	31.5	9:36
76.8%	172750	691.000000001813	-2957569.111439837	566411.271021342	-2391157.8404184952	300.31836591964566	2293.174508454347	31.5	9:34
76.9%	173000	692.0000000018177	-2959569.1976073813	566819.4103139802	-2392749.787293401	300.53476649587657	2289.427959960732	31.5	9:31
77.0%	173250	693.0000000018225	-2959943.385506887	567532.3841582641	-2392411.001348623	300.9127941779047	2292.8070178761373	31.5	9:28
77.1%	173500	694.0000000018273	-2958627.2698537074	566711.1502748	-2391916.1195789073	300.4773656641411	2295.359889914345	31.5	9:25
77.2%	173750	695.0000000018321	-2959435.6582806204	566900.7274463888	-2392534.9308342314	300.57788186023396	2298.493841561847	31.5	9:23
77.3%	174000	696.0000000018368	-2956596.9815771393	564242.4312555654	-2392354.550321574	299.1684198509082	2295.608327718606	31.5	9:20
77.4%	174250	697.0000000018416	-2956728.8045859337	563586.3049749911	-2393142.499610943	298.8205334607527	2294.4124592423636	31.5	9:17
77.6%	174500	698.0000000018464	-2956477.100557003	564122.989151456	-2392354.1114055472	299.10509014798146	2295.554732298976	31.5	9:14
77.7%	174750	699.0000000018512	-2958081.7202798035	565762.0803469185	-2392319.639932885	299.9741568749323	2293.756374578815	31.5	9:12
77.8%	175000	700.0000000018559	-2957961.674650401	566268.6183068723	-2391693.0563435284	300.2427296597487	2292.11849278169	31.4	9:09
77.9%	175250	701.0000000018607	-2957972.3121379167	565713.3316717676	-2392258.980466149	299.9483097154369	2291.4852889426543	31.4	9:07
78.0%	175500	702.0000000018655	-2958722.1267193053	565639.6336153245	-2393082.493103981	299.90923408079686	2293.301864075522	31.4	9:04
78.1%	175750	703.0000000018703	-2958604.2548529003	564544.6379518854	-2394059.616901015	299.32865363482483	2292.230798677614	31.4	9:01
78.2%	176000	704.000000001875	-2958879.20607242	563891.2837375415	-2394987.9223348782	298.9822370289818	2292.8287339165963	31.4	8:58
78.3%	176250	705.0000000018798	-2960468.4995567035	566402.1605281156	-2394066.339028588	300.3135354217752	2292.8287339165963	31.4	8:56
78.4%	176500	706.0000000018846	-2957917.748159997	564976.4508557467	-2392941.2973042503	299.55760625689544	2296.2840547608635	31.4	8:53
78.6%	176750	707.0000000018894	-2958561.698947383	565923.6896652584	-2392638.0092821247	300.0598441641589	2292.5924681393803	31.4	8:50
78.7%	177000	708.0000000018941	-2958655.774053082	564761.3168460132	-2393894.457207069	299.44353950440933	2293.231115323719	31.4	8:47
78.8%	177250	709.0000000018989	-2959074.071146652	565069.1791417805	-2394004.8920048717	299.60677195814634	2291.802632199072	31.4	8:45
78.9%	177500	710.0000000019037	-2960251.467310585	566046.4420934654	-2394205.0252171196	300.1249290424759	2291.2829697697166	31.4	8:42
79.0%	177750	711.0000000019085	-2958226.886476146	563865.3975089723	-2394361.4889671737	298.9685118256508	2291.5181204118862	31.4	8:39
79.1%	178000	712.0000000019132	-2960594.398102857	566305.0365889224	-2394289.361513935	300.2620390900416	2293.5927011538456	31.4	8:36
79.2%	178250	713.000000001918	-2961125.66405122	565768.0725055399	-2395357.59154568	299.9773339926515	2292.36706654689	31.4	8:34
79.3%	178500	714.0000000019228	-2961248.5964456014	565428.2473196008	-2395820.349126001	299.7971544133229	2290.046401959999	31.4	8:31
79.4%	178750	715.0000000019276	-2961833.270983968	565998.7040462714	-2395834.5669376967	300.09961773060945	2290.6964341387725	31.4	8:28
79.6%	179000	716.0000000019323	-2962595.324275285	566153.4247362138	-2396441.899539071	300.1816525825884	2290.330401309592	31.4	8:25
79.7%	179250	717.0000000019371	-2963131.9104905035	565703.2901203743	-2397428.620370129	299.94298555883904	2291.608964997396	31.4	8:23
79.8%	179500	718.0000000019419	-2961208.9854815137	563979.1663141564	-2397229.8191673574	299.0288334742718	2291.919566458861	31.4	8:20
79.9%	179750	719.0000000019467	-2959850.05279178	564216.8067578339	-2395633.246033946	299.15483342055285	2293.259801514141	31.4	8:17
80.0%	180000	720.0000000019514	-2960508.0130597726	564678.2900299001	-2395829.7230298724	299.3995176442906	2293.1672399985164	31.4	8:14
80.1%	180250	721.0000000019562	-2962041.3003214262	565490.2611446212	-2396551.039176805	299.83003492179336	2294.3865718148413	31.4	8:12
80.2%	180500	722.000000001961	-2961366.1527769454	565074.6949490566	-2396291.457827889	299.60969650840275	2294.2596536528367	31.4	8:09
80.3%	180750	723.0000000019658	-2962507.9409933314	567478.0704579551	-2395029.8705353765	300.8839963722141	2292.6072751914376	31.4	8:06
80.4%	181000	724.0000000019705	-2960042.652415063	566310.7842356135	-2393731.86817945	300.26508656446606	2288.662005325324	31.4	8:03
80.6%	181250	725.0000000019753	-2958897.6828078907	565319.5005037249	-2393578.182304166	299.73949548647295	2287.7936051108095	31.4	8:01
80.7%	181500	726.0000000019801	-2959276.8918831274	565861.6145998616	-2393415.2772832657	300.0269311852722	2290.9426493056094	31.4	7:58
80.8%	181750	727.0000000019849	-2958166.185173696	565808.7963456844	-2392357.388828011	299.9989262838926	2293.150968205748	31.4	7:55
80.9%	182000	728.0000000019896	-2958400.8507288694	564964.2703087021	-2393436.580420167	299.5511479779529	2293.2969182731113	31.4	7:52
81.0%	182250	729.0000000019944	-2958395.805151198	565883.6818750533	-2392512.1232761447	300.03863153158403	2291.8759994429315	31.4	7:50
81.1%	182500	730.0000000019992	-2959930.0466008186	567187.8447465104	-2392742.201854308	300.7301150568727	2292.083612108176	31.4	7:47
81.2%	182750	731.000000002004	-2959986.26392385	567635.469382172	-2392350.794541678	300.9674512576246	2291.886622539008	31.4	7:44
81.3%	183000	732.0000000020087	-2957843.4352086857	566167.4568382534	-2391675.9783704323	300.18909257923144	2292.9682354476104	31.4	7:41
81.4%	183250	733.0000000020135	-2959166.945334295	567767.5624684215	-2391399.382865873	301.03748867008676	2291.689497173617	31.4	7:39
81.6%	183500	734.0000000020183	-2957640.7822365183	567236.3916530818	-2390404.3905834365	300.7558552361344	2293.1620849845167	31.4	7:36
81.7%	183750	735.0000000020231	-2957760.0563854016	567455.068903109	-2390304.9874822926	300.8718006591016	2292.5131748536933	31.4	7:33
81.8%	184000	736.0000000020278	-2956826.058500206	566556.8687569118	-2390269.1897432944	300.3955636666981	2290.688676247186	31.4	7:30
81.9%	184250	737.0000000020326	-2956828.079420751	567433.327534925	-2389394.751885826	300.8602731127764	2291.454126396366	31.4	7:28
82.0%	184500	738.0000000020374	-2957645.0765080843	567227.7625134637	-2390417.3139946205	300.7512799579894	2290.994191139742	31.4	7:25
82.1%	184750	739.0000000020422	-2957654.2068566363	567671.0097204667	-2389983.1971361698	300.98629519111773	2290.560233805046	31.4	7:22
82.2%	185000	740.0000000020469	-2955483.674733393	565982.0946004582	-2389501.5801329347	300.0908111939449	2293.775288436623	31.4	7:19
82.3%	185250	741.0000000020517	-2957130.970237829	568100.0528516673	-2389030.9173861616	301.2137792449553	2292.2673282103588	31.4	7:17
82.4%	185500	742.0000000020565	-2955542.3304867633	566767.8429265844	-2388774.487560179	300.50742481976636	2291.9382725804094	31.4	7:14
82.6%	185750	743.0000000020613	-2956650.174819842	567189.568387921	-2389460.606431921	300.73102895318505	2290.1803099650656	31.4	7:11
82.7%	186000	744.000000002066	-2956287.064398961	567119.5896504642	-2389167.474748497	300.69392534815927	2290.028764266187	31.4	7:08
82.8%	186250	745.0000000020708	-2957459.573656965	567195.6828217584	-2390263.8908352065	300.7342709027587	2290.028764266187	31.4	7:06
82.9%	186500	746.0000000020756	-2958409.2661533915	567347.6591975142	-2391061.6069558775	300.8148506849071	2293.2183188202607	31.4	7:03
83.0%	186750	747.0000000020804	-2959095.9137420505	568061.1545437481	-2391034.7591983024	301.1931548738155	2293.2687718478255	31.4	7:00
83.1%	187000	748.0000000020851	-2958283.763806902	567863.1510804078	-2390420.612726494	301.0881709520627	2295.5481528328337	31.4	6:57
83.2%	187250	749.0000000020899	-2956645.7601340786	566437.2548323703	-2390208.5053017084	300.3321428624214	2295.6961676634382	31.4	6:55
83.3%	187500	750.0000000020947	-2957709.1027987003	568115.3275347601	-2389593.77526394	301.2218780736705	2293.969118883815	31.4	6:52
83.4%	187750	751.0000000020995	-2955794.943051357	566099.2706300657	-2389695.672421291	300.15293939572524	2294.158823741709	31.4	6:49
83.6%	188000	752.0000000021042	-2956518.9419406615	566414.5854359178	-2390104.356504744	300.3201232638588	2293.0923435328996	31.4	6:46
83.7%	188250	753.000000002109	-2957122.25328023	566591.1467149169	-2390531.106565313	300.41373827031526	2293.8625568216116	31.4	6:44
83.8%	188500	754.0000000021138	-2957327.086810857	567618.1740338035	-2389708.9127770537	300.9582810468153	2295.817510737482	31.4	6:41
83.9%	188750	755.0000000021186	-2958075.848265415	568766.2702353684	-2389309.5780300465	301.5670160646598	2296.6102556013375	31.4	6:38
84.0%	189000	756.0000000021233	-2956551.4474823736	566233.3664055129	-2390318.0810768604	300.22403865913935	2295.7165784290723	31.4	6:35
84.1%	189250	757.0000000021281	-2955754.5134922825	566204.7816409298	-2389549.731851353	300.20888265813966	2297.0466897037036	31.4	6:33
84.2%	189500	758.0000000021329	-2956481.6719490867	565698.150297733	-2390783.5216513537	299.94026036035564	2294.817524738034	31.4	6:30
84.3%	189750	759.0000000021377	-2956687.7980491184	566111.9934153316	-2390575.804633787	300.1596851761793	2294.850916764831	31.4	6:27
84.4%	190000	760.0000000021424	-2953557.837807633	564531.2942004584	-2389026.5436071744	299.3215786103174	2294.791881922757	31.4	6:24
84.6%	190250	761.0000000021472	-2957090.682829745	566771.863009714	-2390318.819820031	300.50955631830476	2292.2770744060717	31.4	6:22
84.7%	190500	762.000000002152	-2958033.5674002413	567135.3910240596	-2390898.1763761817	300.70230343479034	2292.33708274475	31.4	6:19
84.8%	190750	763.0000000021568	-2956999.6749706864	566380.3791804558	-2390619.295790231	300.30198667783	2293.9302424944335	31.4	6:16
84.9%	191000	764.0000000021615	-2956204.089355504	564598.849130383	-2391605.2402251214	299.35739708216414	2294.040915818803	31.4	6:13
85.0%	191250	765.0000000021663	-2957584.7160358243	565942.6207337322	-2391642.095302092	300.0698816543009	2295.5166181051673	31.4	6:11
85.1%	191500	766.0000000021711	-2957063.990504835	566704.8587038377	-2390359.131800997	300.47402979424027	2295.5381227568587	31.4	6:08
85.2%	191750	767.0000000021759	-2957649.240132544	568177.1087295834	-2389472.131402961	301.2546352386903	2293.275174543437	31.4	6:05
85.3%	192000	768.0000000021806	-2954733.229441561	565659.6922522854	-2389073.5371892755	299.91986942190476	2295.017363770105	31.4	6:02
85.4%	192250	769.0000000021854	-2955305.112863172	566101.4616877432	-2389203.6511754286	300.1541011220097	2296.521743026104	31.4	6:00
85.6%	192500	770.0000000021902	-2956819.716410836	566787.9152762019	-2390031.8011346343	300.5180674314969	2295.345312975518	31.4	5:57
85.7%	192750	771.000000002195	-2955058.107917916	566057.2306696437	-2389000.8772482723	300.13064928099203	2295.4743961638333	31.4	5:54
85.8%	193000	772.0000000021997	-2955742.478610739	567019.5431724599	-2388722.935438279	300.64087944966207	2296.3497920636264	31.4	5:51
85.9%	193250	773.0000000022045	-2955848.756218044	566660.664073879	-2389188.092144165	300.45059724667163	2295.2973516139077	31.4	5:49
86.0%	193500	774.0000000022093	-2956979.4572265446	566830.5382649475	-2390148.918961597	300.5406666751659	2295.3941814906216	31.4	5:46
86.1%	193750	775.000000002214	-2955205.171734359	565731.2615960684	-2389473.910138291	299.9578163863712	2295.101333238833	31.4	5:43
86.2%	194000	776.0000000022188	-2955249.878976289	567560.8983585758	-2387688.980617713	300.9279127648418	2298.052288392224	31.4	5:40
86.3%	194250	777.0000000022236	-2954412.531800486	566452.8566537693	-2387959.6751467166	300.34041514397296	2294.839486336087	31.4	5:38
86.4%	194500	778.0000000022284	-2957058.962839462	568335.7351786435	-2388723.2276608185	301.3387409731815	2295.7506061494105	31.4	5:35
86.6%	194750	779.0000000022332	-2955996.394466471	565054.3486837028	-2390942.045782768	299.59890866311036	2296.0149320722057	31.4	5:32
86.7%	195000	780.0000000022379	-2956511.363608096	565906.3350317446	-2390605.0285763512	300.0506425196213	2295.715263070468	31.4	5:29
86.8%	195250	781.0000000022427	-2955903.7373525966	565181.4263062369	-2390722.3110463596	299.66628681375266	2295.7254053481943	31.4	5:27
86.9%	195500	782.0000000022475	-2957408.0562661774	567304.0884500413	-2390103.9678161363	300.7917489276639	2295.2182032216833	31.4	5:24
87.0%	195750	783.0000000022522	-2957085.5243032705	566888.7675378761	-2390196.7567653945	300.57154056661074	2295.973566124223	31.4	5:21
87.1%	196000	784.000000002257	-2957068.7558820937	567491.4346261405	-2389577.321255953	300.8910822219431	2294.012855583699	31.4	5:18
87.2%	196250	785.0000000022618	-2956743.682894755	566854.153715186	-2389889.5291795693	300.5531878833214	2291.8258325605348	31.4	5:16
87.3%	196500	786.0000000022666	-2956377.4981323015	566702.7523902205	-2389674.7457420807	300.4729130003204	2294.624686359722	31.4	5:13
87.4%	196750	787.0000000022713	-2957968.7039462924	568441.875619693	-2389526.8283265997	301.39501796738125	2294.2218340282398	31.4	5:10
87.6%	197000	788.0000000022761	-2955966.9949899763	566757.1475611008	-2389209.8474288755	300.50175400273054	2294.998865569233	31.4	5:07
87.7%	197250	789.0000000022809	-2954224.292091403	565384.4374461472	-2388839.854645256	299.77392586848305	2293.4802169314953	31.4	5:05
87.8%	197500	790.0000000022857	-2957128.441668749	568116.9355622132	-2389011.506106536	301.22273067001134	2291.55253630943	31.4	5:02
87.9%	197750	791.0000000022904	-2956709.7741316035	568426.5938805687	-2388283.180251035	301.38691539746964	2292.5731968749437	31.4	4:59
88.0%	198000	792.0000000022952	-2956659.2751745246	566816.9864384274	-2389842.2887360975	300.5334813266321	2295.2240859043377	31.4	4:56
